"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
403,"3_2",3,2,8.6868,10.3632,3.99288,1.0208,NA,NA,"2022_9_29_10-35-25_360.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,14,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,46,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
404,"3_2",3,2,8.6868,10.3632,3.99288,1.178133333,NA,NA,"2022_9_29_10-35-25_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,12,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
405,"3_2",3,2,8.77824,10.3632,3.99288,0.8834,NA,NA,"2022_9_29_10-35-25_376.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,30,4,0,0,12,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0
406,"3_2",3,2,8.65632,10.3632,3.99288,0.941133333,NA,NA,"2022_9_29_10-35-25_384.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,40,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
407,"3_2",3,2,8.65632,10.3632,3.99288,0.895866667,NA,NA,"2022_9_29_10-35-25_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
408,"3_2",3,2,10.39368,10.3632,3.99288,1.161071429,NA,NA,"2022_9_29_10-35-25_40.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,"3_2",3,2,8.5344,10.3632,3.99288,1.9988,NA,NA,"2022_9_29_10-35-25_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,28,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0
410,"3_2",3,2,8.382,10.3632,3.99288,3.412733333,NA,NA,"2022_9_29_10-35-25_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
411,"3_2",3,2,8.13816,10.3632,3.99288,0.967714286,NA,NA,"2022_9_29_10-35-25_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,"3_2",3,2,8.13816,10.3632,3.99288,1.0652,NA,NA,"2022_9_29_10-35-25_424.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
413,"3_2",3,2,7.74192,10.3632,3.99288,0.9648,NA,NA,"2022_9_29_10-35-25_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
414,"3_2",3,2,7.98576,10.3632,3.99288,4.443866667,NA,NA,"2022_9_29_10-35-25_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,52,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
415,"3_2",3,2,7.71144,10.3632,3.99288,0.869428571,NA,NA,"2022_9_29_10-35-25_448.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,0,0,0
416,"3_2",3,2,7.68096,10.3632,3.99288,0.9351875,NA,NA,"2022_9_29_10-35-25_456.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,16,2,0,0
417,"3_2",3,2,7.28472,10.3632,3.99288,1.432785714,NA,NA,"2022_9_29_10-35-25_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,50,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0
418,"3_2",3,2,7.25424,10.3632,3.99288,1.647266667,NA,NA,"2022_9_29_10-35-25_472.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0
419,"3_2",3,2,7.83336,10.3632,3.99288,1.424533333,NA,NA,"2022_9_29_10-35-25_480.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
420,"3_2",3,2,10.11936,10.3632,3.99288,1.669466667,NA,NA,"2022_9_29_10-35-25_56.jpg",0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,"3_2",3,2,10.18032,10.3632,3.99288,1.077933333,NA,NA,"2022_9_29_10-35-25_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
422,"3_2",3,2,10.14984,10.3632,3.99288,1.261866667,NA,NA,"2022_9_29_10-35-25_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
423,"3_2",3,2,11.18616,10.3632,3.99288,0.769625,NA,NA,"2022_9_29_10-35-25_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,24,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,"3_2",3,2,10.0584,10.3632,3.99288,1.1731875,NA,NA,"2022_9_29_10-35-25_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0
425,"3_2",3,2,9.63168,10.3632,3.99288,1.3144,NA,NA,"2022_9_29_10-35-25_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"3_2",3,2,9.63168,10.3632,3.99288,1.100642857,NA,NA,"2022_9_29_10-35-25_96.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0
427,"3_3",3,3,11.94816,10.3632,1.15824,1.106266667,NA,NA,"2022_9_29_10-54-18_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"3_3",3,3,11.5824,10.3632,1.15824,1.159533333,NA,NA,"2022_9_29_10-54-18_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,12,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"3_3",3,3,11.64336,10.3632,1.15824,1.0924,NA,NA,"2022_9_29_10-54-18_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,8,2,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,"3_3",3,3,11.79576,10.3632,1.15824,0.908533333,NA,NA,"2022_9_29_10-54-18_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,2,0,0,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,"3_3",3,3,11.52144,10.3632,1.15824,1.012866667,NA,NA,"2022_9_29_10-54-18_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0
432,"3_3",3,3,11.49096,10.3632,1.15824,0.9352,NA,NA,"2022_9_29_10-54-18_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,2,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
433,"3_3",3,3,11.52144,10.3632,1.15824,0.769466667,NA,NA,"2022_9_29_10-54-18_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
434,"3_3",3,3,11.94816,10.3632,1.15824,0.8986,NA,NA,"2022_9_29_10-54-18_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
435,"3_3",3,3,11.24712,10.3632,1.15824,0.905533333,NA,NA,"2022_9_29_10-54-18_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
436,"3_3",3,3,11.24712,10.3632,1.15824,0.830133333,NA,NA,"2022_9_29_10-54-18_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
437,"3_3",3,3,11.03376,10.3632,1.15824,0.9340625,NA,NA,"2022_9_29_10-54-18_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,0,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0
438,"3_3",3,3,10.85088,10.3632,1.15824,1.0966,NA,NA,"2022_9_29_10-54-18_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
439,"3_3",3,3,10.85088,10.3632,1.15824,0.948066667,NA,NA,"2022_9_29_10-54-18_192.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,2,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
440,"3_3",3,3,10.78992,10.3632,1.15824,1.0470625,NA,NA,"2022_9_29_10-54-18_200.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,16,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,"3_3",3,3,10.8204,10.3632,1.15824,1.0028125,NA,NA,"2022_9_29_10-54-18_208.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
442,"3_3",3,3,10.8204,10.3632,1.15824,0.995933333,NA,NA,"2022_9_29_10-54-18_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,"3_3",3,3,10.8204,10.3632,1.15824,0.978066667,NA,NA,"2022_9_29_10-54-18_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,"3_3",3,3,10.78992,10.3632,1.15824,1.182466667,NA,NA,"2022_9_29_10-54-18_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,"3_3",3,3,11.79576,10.3632,1.15824,1.079666667,NA,NA,"2022_9_29_10-54-18_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,"3_3",3,3,10.78992,10.3632,1.15824,1.27375,NA,NA,"2022_9_29_10-54-18_240.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
447,"3_3",3,3,11.15568,10.3632,1.15824,1.029133333,NA,NA,"2022_9_29_10-54-18_248.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,6,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0
448,"3_3",3,3,11.79576,10.3632,1.15824,0.994866667,NA,NA,"2022_9_29_10-54-18_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
449,"3_3",3,3,11.79576,10.3632,1.15824,0.8974,NA,NA,"2022_9_29_10-54-18_40.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
450,"3_3",3,3,11.70432,10.3632,1.15824,0.891133333,NA,NA,"2022_9_29_10-54-18_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
451,"3_3",3,3,11.52144,10.3632,1.15824,0.881933333,NA,NA,"2022_9_29_10-54-18_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,16,0,0,14,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
452,"3_3",3,3,11.43,10.3632,1.15824,1.0796,NA,NA,"2022_9_29_10-54-18_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
453,"3_3",3,3,11.36904,10.3632,1.15824,1.039866667,NA,NA,"2022_9_29_10-54-18_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,16,0,2,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,8,0,4,0,0,0
454,"3_3",3,3,11.94816,10.3632,1.15824,1.041333333,NA,NA,"2022_9_29_10-54-18_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,12,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,"3_3",3,3,11.39952,10.3632,1.15824,0.960666667,NA,NA,"2022_9_29_10-54-18_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,"3_3",3,3,11.43,10.3632,1.15824,0.9489375,NA,NA,"2022_9_29_10-54-18_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
457,"3_3",3,3,11.43,10.3632,1.15824,1.12575,NA,NA,"2022_9_29_10-54-18_96.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,"4_1",4,1,10.91184,3.77952,2.56032,1.137777778,47.6267523,-122.38975,"2022_10_10_09-46-57_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,5,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0
463,"4_1",4,1,10.33272,3.77952,2.56032,0.829111111,47.62678081,-122.3898992,"2022_10_10_09-46-57_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,3,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,"4_1",4,1,9.93648,3.77952,2.56032,1.080888889,47.62678276,-122.389908,"2022_10_10_09-46-57_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,4,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
465,"4_1",4,1,9.906,3.77952,2.56032,1.148222222,47.62678432,-122.3899148,"2022_10_10_09-46-57_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,2,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466,"4_1",4,1,9.93648,3.77952,2.56032,0.989444444,47.62678726,-122.3899287,"2022_10_10_09-46-57_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
467,"4_1",4,1,9.84504,3.77952,2.56032,0.933333333,47.62679046,-122.3899429,"2022_10_10_09-46-57_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,8,2,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,27,0,0,0
468,"4_1",4,1,9.57072,3.77952,2.56032,1.136666667,47.62679237,-122.3899519,"2022_10_10_09-46-57_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,4,0,0,20,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
469,"4_1",4,1,9.6012,3.77952,2.56032,0.9083,47.62679426,-122.3899604,"2022_10_10_09-46-57_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,2,0,0,34,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0
470,"4_1",4,1,11.09472,3.77952,2.56032,0.892,47.62675676,-122.3897755,"2022_10_10_09-46-57_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,1,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,47,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"4_1",4,1,9.4488,3.77952,2.56032,1.012444444,47.62679748,-122.3899734,"2022_10_10_09-46-57_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,8,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"4_1",4,1,9.47928,3.77952,2.56032,1.029333333,47.62679983,-122.3899833,"2022_10_10_09-46-57_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,5,0,0,42,0,0,0,0,0,0,0,14,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
473,"4_1",4,1,9.47928,3.77952,2.56032,0.923555556,47.62680352,-122.3899948,"2022_10_10_09-46-57_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,0,5,0,1,36,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,"4_1",4,1,9.47928,3.77952,2.56032,0.800333333,47.6268084,-122.3900091,"2022_10_10_09-46-57_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,0,5,1,1,12,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0
